0.0,6750329.09861,-0.0659107156636,-1.57079590687
0.12768259272,6750329.12242,-0.881655792404,1.57079601294
0.957612315193,6750316.65167,0.0992166859382,-1.57079600736
1.21297287056,6750311.74871,-1.53224836071,1.57079589944
1.72369090281,6750325.42714,1.48802550769,1.57079534425
1.97904817155,6750328.02815,-0.143422019659,-1.57079623112
2.1705656019,6750325.46662,-1.36700320383,1.57079629337
2.74511502357,6750339.4292,1.24545599396,-1.57079594232
2.93663035892,6750337.44236,0.0218880462905,-1.57079611967
3.95803430583,6750325.6697,-0.220553434599,-1.57079592792
4.14954473404,6750323.90692,-1.44409016522,1.57079617121
4.91557821771,6750328.72859,-0.0550046695712,1.57079552432
5.10708450247,6750326.46035,-1.27851820604,-1.57079621205
5.93693399336,6750314.43892,-0.297148397369,-1.57079629617
6.12843496539,6750296.65011,-1.52063009818,-1.57079551664
7.02209440991,6750285.99368,-0.946937674384,1.57079520395
7.08592633111,6750278.31386,-1.35475356045,1.57079568103
