0.0,0.02322612241,8.21539623997,210739.804234,37043.7218466
0.12768259272,2.01809795602,1.44154837611,4929825.98485,155090.458252
0.957612315193,2.21086481845,97.6856913796,37129957.578,1043882.98564
1.21297287056,324.046305488,2.51351633065,35816136.6368,1344212.1024
1.72369090281,224.473930326,2.83948862952,22907184.7626,1978442.5968
1.97904817155,2.87159857068,152.814183668,274291265.699,2312798.48701
2.1705656019,106.218178191,12.1783554126,870391379.151,2571126.84913
2.74511502357,102.5642433,2.40019385769,98306023.2013,3380881.20746
2.93663035892,15.5305545991,1476.41724669,196630680.002,3662548.59564
3.95803430583,20.3287058485,229.445486306,140204132.483,5246439.36556
4.14954473404,332.937901173,39.9759841741,376572456.069,5556276.7001
4.91557821771,48.2254891226,1036.76451953,84892136.9033,6820285.62261
5.10708450247,129.50393708,72.9505209636,611284879.14,7141292.86094
5.93693399336,61.4107045712,278.869836063,2497894951.24,8530138.00331
6.12843496539,1139.25341378,89.2038664102,95435238.5814,8847491.51338
7.02209440991,30.9613274188,160.243169229,68598153.1392,10276223.3607
7.08592633111,159.847594487,131.741632771,118799436.579,10373903.2153
